Year,Term,Modality,Course,Coreq,pct_grade,d_grade
2020,Summer,OC,152,N,84.24,3.3
2020,Spring,OC,211,N,84.23,3.4
2019,Fall,IP,146,Y,84.22,3.4
2019,Summer,IP,152,N,84.17,3.5
2020,Fall,IP,146,Y,84.15,3.4
2020,Fall,IP,146,Y,84.03,3.4
2020,Spring,OC,211,N,84,3.4
2021,Summer,OC,146,Y,83.99,3.2
2024,Winter,O,146,Y,83.98,2.9
2019,Winter,IP,152,N,83.92,3.4
2019,Winter,IP,98,N,83.75,3.4
2021,Summer,OC,146,Y,83.73,3.2
2020,Spring,OC,152,N,83.66,3.4
2023,Fall,H,146,N,83.62,2.9
2021,Summer,OC,146,Y,83.57,3.1
2022,Winter,H,146,Y,83.53,3.2
2019,Winter,IP,152,N,83.49,3.4
2022,Summer,O,211,N,83.44,3.1
2020,Spring,OC,211,N,83.38,3.3
2021,Fall,H,146,Y,83.29,3.1
2019,Fall,IP,142,Y,83.17,3.3
2024,Spring,H,107,Y,83.05,2.8
2019,Spring,IP,146,N,82.96,3.4
2019,Summer,IP,152,N,82.93,3.5
2023,Spring,O,146,N,82.84,2.7
2022,Spring,H,146,Y,82.77,3.1
2022,Fall,H,146,Y,82.71,3.1
2023,Winter,O,146,Y,82.52,2.8
2020,Spring,OC,211,N,82.5,3.3
2024,Winter,H,146,Y,82.35,2.7
2024,Summer,O,148,N,82.31,2.7
2023,Spring,O,146,Y,82.26,2.7
2019,Spring,IP,142,N,82.23,3.4
2022,Summer,O,146,Y,82.23,3
2024,Summer,O,148,N,82.16,2.7
2020,Fall,OC,208,N,82.09,3
2019,Summer,IP,152,N,82.05,3.4
2019,Spring,IP,146,N,82.01,3.2
2021,Spring,OC,146,Y,81.97,3
2020,Summer,OC,152,N,81.92,3.1
2020,Summer,OC,152,N,81.9,3.1
2024,Summer,O,148,N,81.82,2.7
2019,Winter,IP,98,N,81.82,3.3
2019,Winter,IP,98,N,81.77,3.2
2021,Spring,OC,146,Y,81.68,3
2019,Fall,IP,146,Y,81.66,3.2
2024,Summer,O,148,N,81.62,2.7
2019,Winter,IP,98,N,81.57,3.3
2019,Spring,IP,142,N,81.54,3.3
2023,Winter,H,151,N,81.48,4
2021,Fall,H,146,N,81.47,2.9
2023,Spring,O,146,N,81.39,2.6
2023,Spring,O,146,Y,81.38,2.6
2023,Fall,H,211,N,81.35,2.6
2023,Spring,O,146,N,81.29,2.6
2019,Fall,IP,146,Y,81.26,3.1
2019,Winter,IP,141,N,81.26,3.2
2022,Fall,H,107,Y,81.25,3
2020,Summer,OC,152,N,81.22,3.1
2021,Summer,OC,146,Y,81.19,2.9
2024,Fall,O,146,N,81.17,2.6
2020,Summer,OC,211,N,80.85,2.9
2024,Summer,O,148,N,80.83,2.6
2021,Fall,H,146,Y,80.79,2.8
2024,Spring,H,146,Y,80.72,2.6
2021,Winter,OC,146,N,80.72,2.9
2021,Spring,OC,146,Y,80.71,2.9
2019,Spring,IP,146,N,80.59,3.1
2019,Fall,IP,146,Y,80.58,3.1
2020,Spring,OC,211,N,80.54,3
2024,Fall,H,99,Y,80.41,0
2023,Winter,H,151,N,80.28,2
2022,Spring,H,146,Y,80.27,2.8
2022,Spring,H,146,Y,80.25,2.8
2021,Summer,OC,146,Y,80.23,2.8
2019,Winter,IP,98,N,80.21,3
2021,Winter,OC,146,N,80.18,2.8
2022,Fall,H,107,Y,80.12,2.9
2024,Spring,H,146,Y,80.12,2.5
2020,Spring,OC,211,N,80.12,3
2024,Spring,H,107,Y,80.1,2.5
2021,Fall,H,146,N,80.06,2.8
2024,Summer,O,146,Y,80.06,2.5
2024,Summer,O,148,N,79.92,2.5
2021,Spring,OC,146,Y,79.91,2.8
2019,Summer,IP,152,N,79.75,3.1
2024,Winter,O,146,Y,79.68,2.5
2024,Summer,O,148,N,79.61,2.5
2024,Fall,H,107,Y,79.55,2.5
2019,Fall,IP,152,Y,79.51,3
2023,Winter,H,151,N,79.48,2.4
2023,Fall,H,146,N,79.35,2.4
2024,Spring,H,107,Y,79.27,2.4
2020,Spring,OC,152,N,79.24,2.9
2023,Winter,H,151,N,79.2,2.4
2019,Fall,IP,152,Y,79.16,3
2024,Fall,O,146,N,79.13,2.4
2021,Winter,OC,146,N,79.1,2.8
2022,Fall,H,107,Y,79.05,2.8
2020,Fall,IP,146,Y,79,3
2024,Spring,H,107,Y,78.98,2.4
2024,Summer,O,148,N,78.98,2.4
2023,Spring,O,146,N,78.97,2.4
2021,Fall,H,146,N,78.75,2.4
2024,Fall,O,146,N,78.74,2.4
2019,Spring,IP,146,N,78.74,2.9
2020,Spring,OC,152,N,78.68,2.9
2022,Spring,H,146,N,78.65,2.3
2019,Summer,IP,152,N,78.63,3
2022,Fall,H,146,Y,78.62,2.4
2021,Summer,OC,146,Y,78.58,2.6
2024,Winter,H,146,Y,78.53,2.3
2023,Fall,H,146,N,78.49,2.3
2021,Spring,OC,146,Y,78.43,2.7
2023,Spring,O,146,N,78.32,2.3
2022,Fall,H,146,Y,78.28,2.3
2020,Spring,OC,211,N,78.28,2.9
2021,Winter,OC,146,N,78.25,2.5
2023,Winter,O,146,Y,78.21,2.3
2024,Spring,H,107,Y,78.16,2.3
2023,Winter,H,151,N,78.16,2.3
2022,Summer,O,146,Y,78.06,2.3
2019,Winter,IP,98,N,77.98,2.8
2020,Fall,IP,146,Y,77.82,2.8
2020,Spring,OC,211,N,77.7,2.8
2019,Winter,IP,152,N,77.6,2.8
2021,Spring,OC,146,Y,77.55,2.2
2020,Spring,OC,211,N,77.55,2.8
2021,Winter,OC,146,N,77.52,2.3
2020,Spring,OC,152,N,77.43,2.7
2020,Summer,OC,211,N,77.43,2.3
2023,Winter,H,151,N,77.27,2.2
2020,Summer,OC,211,N,77.23,2.3
2019,Spring,IP,146,N,77.21,2.7
2023,Spring,O,146,N,77.2,2.2
2022,Summer,O,211,N,77.2,2.2
2023,Spring,O,146,N,77.12,2.2
2019,Spring,IP,146,N,77.12,2.7
2021,Fall,H,146,Y,77.01,2.2
2019,Winter,IP,98,N,77.01,2.8
2023,Spring,O,146,N,77,2.2
2019,Winter,IP,141,N,76.87,2.7
2021,Winter,OC,146,N,76.73,2.1
2020,Fall,OC,208,N,76.71,2.2
2021,Winter,OC,146,Y,76.71,2
2020,Fall,OC,208,N,76.65,2.2
2024,Summer,O,146,Y,76.56,2.2
2020,Fall,IP,146,Y,76.49,2.7
2019,Winter,IP,152,N,76.44,2.6
2023,Winter,O,146,Y,76.42,2.1
2019,Fall,IP,146,Y,76.4,2.6
2019,Winter,IP,141,N,76.39,2.7
2019,Spring,IP,142,N,76.28,2.8
2022,Summer,O,211,N,76.22,2.1
2019,Fall,IP,146,Y,76.1,2.6
2019,Summer,IP,152,N,75.91,2.7
2019,Spring,IP,146,N,75.88,2.6
2019,Winter,IP,141,N,75.75,2.6
2019,Summer,IP,152,N,75.74,2.6
2019,Fall,IP,146,Y,75.71,2.6
2024,Fall,O,146,N,75.61,2.1
2020,Fall,IP,146,Y,75.45,2.5
2020,Spring,OC,211,N,75.32,2.5
2023,Winter,H,151,N,75.22,2
2022,Summer,O,146,Y,75.18,2
2020,Summer,OC,211,N,75.12,2
2023,Fall,H,146,N,75.11,2
2020,Fall,IP,146,Y,75.08,2.5
2023,Fall,H,211,N,74.97,2
2020,Fall,IP,146,Y,74.95,2.5
2021,Winter,OC,146,N,74.93,2
2020,Fall,IP,146,Y,74.92,2.5
2019,Spring,IP,146,N,74.76,2.5
2020,Summer,OC,152,N,74.74,2.4
2023,Fall,H,211,N,74.57,2
2021,Summer,OC,146,Y,74.54,2
2023,Spring,O,146,Y,74.53,2
2019,Winter,IP,141,N,74.46,2.5
2021,Summer,OC,146,Y,74.44,2
2019,Winter,IP,141,N,74.41,2.5
2024,Spring,H,146,Y,74.39,2
2023,Winter,H,151,N,74.39,2
2021,Summer,OC,146,Y,74.35,2
2020,Spring,OC,211,N,74.34,2.4
2024,Fall,H,99,Y,74.3,2
2020,Spring,OC,211,N,74.23,2.4
2020,Spring,OC,211,N,74.23,2.4
2019,Summer,IP,152,N,74.12,2.5
2019,Winter,IP,152,N,74.05,2.4
2021,Spring,OC,146,Y,74.02,2
2020,Spring,OC,211,N,74,2.4
2024,Winter,O,146,Y,73.9,2
2020,Spring,OC,211,N,73.87,2.4
2022,Winter,H,146,Y,73.82,2
2021,Winter,OC,146,N,73.79,2
2023,Winter,O,146,Y,73.77,1.9
2023,Winter,O,146,Y,73.71,1.8
2020,Fall,IP,146,Y,73.7,2.4
2019,Summer,IP,152,N,73.7,2.4
2020,Fall,IP,146,Y,73.63,2.4
2019,Fall,IP,152,Y,73.6,2.4
2024,Summer,O,146,Y,73.56,2
2019,Summer,IP,152,N,73.46,2.4
2023,Winter,H,151,N,73.44,3.2
2021,Fall,H,146,N,73.32,2
2024,Spring,H,146,Y,73.13,1.8
2021,Winter,OC,146,Y,73.11,2
2019,Fall,IP,146,Y,73.07,2.3
2020,Fall,OC,208,N,72.95,2
2023,Fall,H,146,N,72.94,1.8
2024,Fall,H,99,Y,72.87,0
2023,Spring,O,146,N,72.76,1.8
2021,Fall,H,146,N,72.71,2
2023,Winter,H,151,N,72.69,3.5
2020,Spring,OC,211,N,72.55,2.3
2019,Winter,IP,152,N,72.51,2.3
2024,Fall,H,99,Y,72.49,1.7
2024,Summer,O,148,N,72.39,1.8
2024,Winter,H,146,Y,72.26,1.7
2019,Spring,IP,146,N,72.13,2.2
2020,Spring,OC,211,N,72.13,2.2
2021,Summer,OC,146,Y,72.04,2
2019,Summer,IP,152,N,71.92,2.3
2019,Fall,IP,146,Y,71.83,2.2
2019,Summer,IP,152,N,71.78,2.3
2020,Fall,IP,146,Y,71.76,2.1
2021,Fall,H,146,N,71.6,2
2024,Spring,H,146,Y,71.5,1.7
2019,Winter,IP,98,N,71.37,2.1
2020,Spring,OC,152,N,71.35,2.1
2024,Summer,O,148,N,71.21,1.6
2024,Winter,O,146,Y,71.09,2
2023,Winter,H,151,N,70.78,3.7
2020,Spring,OC,211,N,70.76,2.1
2021,Summer,OC,146,Y,70.57,2
2021,Summer,OC,146,Y,70.53,2
2019,Winter,IP,141,N,70.5,2.1
2019,Spring,IP,146,N,70.49,2.2
2024,Spring,H,146,Y,70.45,1.5
2022,Summer,O,211,N,70.45,1.7
2021,Spring,OC,146,Y,70.38,1.7
2019,Summer,IP,152,N,70.35,2.2
2019,Fall,IP,146,Y,70.27,2
2021,Fall,H,146,Y,70.24,1.7
2024,Winter,H,146,Y,70.05,1.5
2019,Winter,IP,141,N,70.02,2
2024,Fall,H,107,Y,69.77,1.5
2020,Spring,OC,211,N,69.56,2
2020,Fall,IP,146,Y,69.45,2
2024,Fall,O,146,N,69.29,1.5
2019,Spring,IP,142,N,68.83,2
2019,Summer,IP,152,N,68.82,2
2020,Spring,OC,152,N,68.66,2
2019,Spring,IP,142,N,68.51,2
2024,Summer,O,148,N,68.28,1.3
2024,Summer,O,148,N,68.24,1.3
2019,Fall,IP,146,Y,68.09,2
2022,Winter,H,107,Y,68.07,1.6
2023,Winter,H,151,N,68.02,1.2
2023,Fall,H,146,N,68,1.2
2021,Winter,OC,146,Y,67.94,1.5
2019,Winter,IP,98,N,67.76,2
2023,Spring,O,146,N,67.61,1.1
2023,Fall,H,146,N,67.52,1.2
2020,Spring,OC,211,N,67.48,2
2019,Fall,IP,146,Y,67.43,2
2020,Spring,OC,211,N,67.21,2
2021,Spring,OC,146,Y,67.15,1.5
2020,Summer,OC,152,N,67.12,1.8
2024,Winter,H,146,Y,67.12,1.2
2020,Spring,OC,211,N,67.02,2
2020,Spring,OC,211,N,66.96,2
2021,Winter,OC,146,N,66.94,1.5
2019,Fall,IP,146,Y,66.92,2
2023,Winter,H,151,N,66.52,1.1
2019,Spring,IP,142,N,66.5,1.8
2024,Summer,O,148,N,66.5,1.2
2019,Summer,IP,152,N,66.49,2
2020,Spring,OC,211,N,66.39,1.8
2019,Winter,IP,141,N,66.28,1.7
2019,Summer,IP,152,N,66.18,2
2021,Winter,OC,146,Y,66.16,1.5
2019,Winter,IP,152,N,65.63,1.7
2021,Winter,OC,146,N,65.58,1.4
2019,Spring,IP,146,N,65.12,1.5
2020,Spring,OC,211,N,65.03,1.7
2022,Summer,O,211,N,64.94,1.5
2021,Fall,H,146,Y,64.85,1.5
2019,Spring,IP,142,N,64.65,1.7
2019,Summer,IP,152,N,64.63,2
2024,Summer,O,146,Y,64.52,1
2019,Winter,IP,152,N,64.35,1.4
2019,Fall,IP,142,Y,64.22,1.4
2022,Fall,H,107,Y,64.18,1.4
2019,Summer,IP,152,N,64.09,1.8
2020,Summer,OC,211,N,63.94,1.3
2021,Fall,H,146,Y,63.83,1.4
2020,Spring,OC,152,N,63.82,0
2019,Summer,IP,152,N,63.75,1.8
2020,Spring,OC,211,N,63.53,1.6
2019,Summer,IP,152,N,63.1,2
2021,Spring,OC,146,Y,63.05,1.3
2019,Summer,IP,152,N,62.83,1.5
2019,Spring,IP,142,N,62.53,1.4
2019,Winter,IP,141,N,62.44,1.2
2023,Winter,O,146,Y,62.32,0.8
2022,Fall,H,107,Y,62.23,1.2
2020,Spring,OC,152,N,62.08,0
2019,Fall,IP,107,Y,61.21,1.1
2022,Fall,H,146,Y,61.17,1
2019,Summer,IP,152,N,60.5,1.3
2020,Fall,OC,208,N,60.45,1
2024,Spring,H,146,Y,60.4,0.7
2023,Spring,O,146,Y,60.28,0.8
2019,Winter,IP,98,N,59.88,1
2024,Summer,O,146,Y,59.84,0.7
2024,Fall,H,107,Y,59.64,1
2019,Winter,IP,141,N,59.5,1
2019,Spring,IP,146,N,59,1
2019,Fall,IP,146,Y,58.64,0.9
2023,Winter,H,151,N,58.6,0
2019,Spring,IP,146,N,58.47,1
2021,Spring,OC,146,Y,58.45,0.8
2024,Spring,H,146,Y,57.56,0
2019,Fall,IP,146,Y,57.22,0.7
2024,Summer,O,148,N,57.1,0
2019,Summer,IP,152,N,57.09,1
2024,Winter,H,146,Y,56.8,0
2024,Summer,O,146,Y,56.66,0
2020,Summer,OC,211,N,56.53,0.7
2024,Spring,H,146,Y,55.76,0
2019,Fall,IP,146,Y,55.07,0
2024,Summer,O,148,N,55,0
2022,Fall,H,107,Y,54.92,1
2019,Spring,IP,146,N,54.89,1
2021,Spring,OC,146,Y,54.71,0
2019,Winter,IP,152,N,54.67,0
2022,Fall,H,146,Y,54.31,1
2020,Spring,OC,152,N,54.16,0
2024,Fall,O,146,N,54.04,0
2019,Summer,IP,152,N,53.64,0
2020,Spring,OC,211,N,53.52,0
2021,Fall,H,146,N,53.47,0
2022,Winter,H,107,Y,53.34,0
2019,Spring,IP,146,N,53.19,1
2021,Fall,H,146,Y,52.4,0
2020,Summer,OC,211,N,52.22,0
2019,Spring,IP,146,N,52.04,1
2022,Summer,O,211,N,51.89,0
2024,Winter,H,146,Y,51.77,0
2019,Summer,IP,152,N,51.43,0
2019,Summer,IP,152,N,51.35,0
2022,Winter,H,107,Y,51.3,0
2020,Summer,OC,211,N,51.19,0
2019,Summer,IP,152,N,50.8,0
2022,Fall,H,146,Y,50.64,0
2019,Spring,IP,146,N,50.28,0
2021,Fall,H,146,N,49.04,0
2023,Winter,H,151,N,48.51,3.6
2021,Spring,OC,146,Y,48.41,0
2019,Winter,IP,141,N,47.86,0
2023,Fall,H,146,N,47.65,0
2021,Fall,H,146,N,46.94,0
2019,Winter,IP,141,N,46.9,0
2022,Fall,H,146,Y,46.83,0
2019,Winter,IP,152,N,46.77,0
2021,Summer,OC,146,Y,46.61,0
2024,Summer,O,148,N,46.22,0
2024,Fall,O,146,N,45.98,0
2020,Summer,OC,152,N,44.68,0
2021,Summer,OC,146,Y,44.66,0
2019,Spring,IP,142,N,43.56,0
2024,Winter,H,146,Y,43.54,0
2020,Spring,OC,211,N,43.52,0
2023,Fall,H,146,N,42.86,0
2019,Summer,IP,152,N,42.76,0
2024,Summer,O,211,N,42.72,0
2023,Winter,H,151,N,42.42,2.1
2021,Summer,OC,146,Y,42.17,0
2022,Fall,H,107,Y,42.1,1
2019,Spring,IP,146,N,42.03,0
2020,Spring,OC,211,N,41.37,0
2024,Fall,O,146,N,41.2,0
2021,Fall,H,146,N,41.03,0
2021,Winter,OC,146,Y,40.28,0
2019,Spring,IP,142,N,40.2,0
2019,Summer,IP,152,N,40.12,0
2019,Fall,IP,146,Y,39.92,0
2021,Winter,OC,146,N,39.1,0
2023,Winter,H,151,N,38.43,0
2021,Fall,H,146,N,37.8,0
2020,Spring,OC,211,N,37.68,0
2024,Fall,H,99,Y,37.56,0
2024,Fall,H,107,Y,37.43,1
2023,Winter,H,151,N,37.38,0
2019,Winter,IP,98,N,36.96,0
2024,Winter,H,146,Y,36.79,0
2019,Spring,IP,146,N,36.46,0
2022,Winter,H,146,Y,36.33,0
2021,Winter,OC,146,Y,35.99,0
2023,Winter,H,151,N,35.97,0
2023,Winter,H,151,N,35.93,0
2024,Winter,O,146,Y,35.77,0
2022,Spring,H,146,Y,35.59,0
2021,Winter,OC,146,N,34.87,0
2023,Winter,H,151,N,34.62,3.9
2024,Summer,O,148,N,33.98,0
2024,Fall,O,146,N,33.8,0
2022,Fall,H,107,Y,33.57,0
2021,Spring,OC,146,Y,33.56,0
2023,Spring,O,146,N,33.56,0
2020,Fall,IP,146,Y,32.79,0
2024,Fall,H,99,Y,32.72,0
2024,Spring,H,146,Y,32.34,0
2024,Summer,O,146,Y,31.72,0
2020,Fall,IP,146,Y,31.56,0
2020,Fall,OC,208,N,31.13,0
2023,Winter,H,151,N,31.1,3.1
2024,Spring,H,146,Y,29.79,0
2022,Fall,H,107,Y,29.5,0
2020,Spring,OC,211,N,28.95,0
2023,Spring,O,146,N,28.9,0
2023,Winter,H,151,N,28.42,0
2019,Winter,IP,152,N,28.27,0
2024,Fall,H,99,Y,28.09,0
2022,Summer,O,146,Y,27.93,0
2021,Winter,OC,146,N,27.77,0
2020,Spring,OC,211,N,27.7,0
2022,Fall,H,146,Y,27.53,0
2022,Fall,H,146,Y,27.5,0
2021,Fall,H,146,Y,27.25,0
2024,Summer,O,148,N,27.13,0
2019,Summer,IP,152,N,26.49,0
2024,Summer,O,148,N,26.33,0
2019,Winter,IP,98,N,25.5,0
2019,Winter,IP,98,N,25.49,0
2022,Fall,H,107,Y,25.36,0
2019,Spring,IP,146,N,25.07,0
2024,Summer,O,146,Y,24.92,0
2024,Spring,H,146,Y,24.58,0
2023,Winter,O,146,Y,24.55,0
2021,Summer,OC,146,Y,24.34,0
2019,Winter,IP,141,N,23.75,0
2019,Winter,IP,98,N,22.68,0
2020,Fall,OC,208,N,22.59,0
2019,Winter,IP,152,N,22.18,0
2023,Winter,H,151,N,22.05,0
2024,Summer,O,146,Y,21.9,0
2024,Fall,H,107,Y,21.62,1
2019,Spring,IP,142,N,21.12,0
2020,Spring,OC,152,N,21.06,0
2021,Fall,H,146,N,20.32,0
2023,Spring,O,146,N,19.63,0
2024,Spring,H,146,Y,19.56,0
2023,Spring,O,146,Y,19.44,0
2021,Spring,OC,146,Y,19.01,0
2021,Spring,OC,146,Y,18.94,0
2020,Summer,OC,152,N,18.55,0
2023,Spring,O,146,N,18.53,0
2020,Fall,OC,208,N,18.23,0
2024,Spring,H,107,Y,17.24,0
2020,Fall,IP,146,Y,17.19,0
2024,Fall,H,99,Y,16.94,0
2024,Summer,O,211,N,16.33,0
2022,Summer,O,146,Y,16,0
2023,Spring,O,146,N,15.53,0
2021,Winter,OC,146,N,13.66,0
2022,Winter,H,107,Y,13.52,0
2021,Winter,OC,146,N,13.41,0
2024,Summer,O,146,Y,11.83,0
2020,Spring,OC,152,N,11.3,0
2021,Fall,H,146,N,11.27,0
2024,Fall,H,99,Y,10.52,0
2023,Fall,H,211,N,10.5,0
2020,Summer,OC,211,N,9.76,0
2020,Spring,OC,152,N,9.6,0
2024,Spring,H,107,Y,9.47,0
2024,Spring,H,146,Y,8.73,0
2020,Summer,OC,152,N,7.63,0
2019,Winter,IP,98,N,7.53,0
2024,Summer,O,146,Y,7.37,0
2022,Spring,H,146,Y,7.23,0
2021,Winter,OC,146,N,7.09,0
2022,Winter,H,146,Y,5.59,0
2024,Fall,O,146,N,5.55,0
2020,Summer,OC,152,N,5.46,0
2023,Winter,H,151,N,4.8,0
2022,Winter,H,146,Y,4.7,0
2020,Fall,IP,146,Y,4.46,0
2021,Fall,H,146,Y,4.3,0
2024,Summer,O,146,Y,4.22,0
2022,Winter,H,107,Y,4.13,0
2020,Fall,OC,146,Y,3.9,3.9
2020,Fall,OC,146,Y,3.8,3.8
2020,Fall,OC,146,Y,3.8,3.8
2020,Fall,OC,146,Y,3.8,3.8
2020,Fall,OC,146,Y,3.7,3.7
2020,Fall,OC,146,Y,3.7,3.7
2023,Winter,H,151,N,3.6,3.6
2020,Fall,OC,146,Y,3.5,3.5
2020,Fall,OC,146,Y,3.5,3.5
2020,Fall,OC,146,Y,3.5,3.5
2020,Fall,OC,146,Y,3,3
2020,Fall,OC,146,Y,3,3
2020,Fall,OC,146,Y,3,3
2023,Winter,H,151,N,2.9,2.9
2021,Winter,OC,146,N,1.96,0
2024,Fall,O,146,N,1.91,0
2023,Winter,H,151,N,1.76,0
2020,Fall,OC,146,Y,1.6,1.6
2021,Fall,H,146,N,1.39,0
2019,Winter,IP,141,N,1.13,0
2021,Summer,OC,146,Y,1,0
2023,Winter,H,151,N,0.56,0
2022,Fall,H,146,Y,0.5,0
2020,Fall,OC,146,Y,0,0
2020,Fall,OC,146,Y,0,0
2020,Fall,OC,146,Y,0,0
2021,Fall,H,146,Y,0,0
2021,Fall,H,146,N,0,0
2022,Spring,H,146,Y,0,0
2023,Spring,O,146,N,0,0
2023,Spring,O,146,N,0,0
2023,Winter,H,151,N,0,0
2023,Winter,H,151,N,0,0
2019,Winter,IP,152,N,0,0
2023,Winter,H,151,N,,0
2023,Winter,H,151,N,,1.8