,,,,,,,,
regular,13,484,boy,,small.class,14,513,girl
regular,13,559,boy,,small.class,14,547,girl
regular,13,454,boy,,small.class,14,547,boy
regular,13,513,boy,,small.class,14,528,boy
regular,13,506,boy,,small.class,14,559,boy
regular,13,500,boy,,small.class,14,439,boy
regular,13,459,girl,,small.class,14,536,girl
regular,13,484,girl,,small.class,14,429,girl
regular,13,439,girl,,small.class,14,559,girl
regular,13,528,boy,,small.class,14,528,girl
regular,13,459,boy,,small.class,14,494,girl
regular,13,412,girl,,small.class,14,473,boy
regular,13,494,girl,,small.class,14,513,boy
regular,13,500,boy,,small.class,14,459,girl
regular,13,468,girl,,small.class,14,536,girl
regular,13,439,girl,,small.class,14,602,girl
regular,13,423,boy,,small.class,14,489,girl
regular,13,384,boy,,small.class,14,576,girl
regular,13,484,girl,,small.class,14,459,girl
regular,13,418,boy,,small.class,14,528,boy
regular,13,547,girl,,small.class,14,528,boy
regular,13,463,boy,,small.class,14,484,girl
regular,13,449,boy,,small.class,14,513,boy
regular,13,536,boy,,small.class,14,494,girl
regular,13,449,boy,,small.class,14,528,girl
regular,13,478,girl,,small.class,14,399,boy
regular,13,500,boy,,small.class,14,536,boy
regular,13,418,boy,,small.class,14,602,boy
regular,13,468,boy,,small.class,14,506,boy
regular,13,500,girl,,small.class,14,576,girl
regular,13,468,boy,,small.class,14,576,girl
regular,13,484,girl,,small.class,14,576,girl
regular,13,463,girl,,small.class,15,576,girl
regular,13,489,boy,,small.class,15,576,boy
regular,13,463,girl,,small.class,15,439,boy
regular,13,439,girl,,small.class,15,473,boy
regular,13,429,boy,,small.class,15,473,girl
regular,13,536,boy,,small.class,15,459,boy
regular,13,559,girl,,small.class,15,506,girl
regular,13,500,boy,,small.class,15,412,girl
regular,13,489,girl,,small.class,15,463,boy
regular,13,484,girl,,small.class,15,473,girl
regular,13,444,boy,,small.class,15,478,boy
regular,13,494,girl,,small.class,15,547,girl
regular,13,513,girl,,small.class,15,423,boy
regular,13,449,girl,,small.class,15,559,boy
regular,13,484,boy,,small.class,15,478,boy
regular,13,423,boy,,small.class,15,444,boy
regular,13,423,boy,,small.class,15,459,girl
regular,13,449,boy,,small.class,15,500,boy
regular,13,473,boy,,small.class,15,459,girl
regular,13,547,girl,,small.class,15,449,boy
regular,13,444,girl,,small.class,15,484,boy
regular,13,434,boy,,small.class,15,520,boy
regular,13,478,boy,,small.class,15,484,girl
regular,13,528,girl,,small.class,15,484,boy
regular,13,449,girl,,small.class,15,449,boy
regular,13,434,girl,,small.class,15,559,boy
regular,13,473,boy,,small.class,15,463,boy
regular,13,478,girl,,small.class,15,478,girl
regular,13,429,girl,,small.class,15,405,boy
regular,13,484,boy,,small.class,15,454,girl
regular,13,473,boy,,small.class,15,520,girl
regular,13,459,boy,,small.class,15,463,girl
regular,13,429,girl,,small.class,15,494,boy
regular,13,513,boy,,small.class,15,626,boy
regular,13,444,girl,,small.class,15,429,girl
regular,13,520,girl,,small.class,15,506,girl
regular,13,449,boy,,small.class,15,547,girl
regular,13,494,boy,,small.class,15,489,boy
regular,13,489,girl,,small.class,15,559,boy
regular,13,500,boy,,small.class,15,513,boy
regular,13,547,girl,,small.class,15,494,girl
regular,13,459,girl,,small.class,15,454,boy
regular,13,559,girl,,small.class,15,513,boy
regular,13,454,boy,,small.class,15,463,boy
regular,13,520,girl,,small.class,15,520,boy
regular,13,478,girl,,small.class,15,434,boy
regular,13,449,boy,,small.class,15,536,girl
regular,13,463,boy,,small.class,15,484,girl
regular,13,434,girl,,small.class,15,547,boy
regular,13,434,boy,,small.class,15,478,boy
regular,13,513,boy,,small.class,15,444,boy
regular,13,520,girl,,small.class,15,484,girl
regular,13,576,boy,,small.class,15,434,boy
regular,13,520,girl,,small.class,15,528,girl
regular,13,444,girl,,small.class,15,489,girl
regular,13,444,girl,,small.class,15,473,boy
regular,13,392,boy,,small.class,15,484,girl
regular,13,559,boy,,small.class,15,484,boy
regular,13,473,girl,,small.class,15,602,girl
regular,13,459,girl,,small.class,15,484,boy
regular,13,399,boy,,small.class,15,454,girl
regular,13,412,girl,,small.class,15,468,boy
regular,13,576,girl,,small.class,15,559,boy
regular,13,576,girl,,small.class,15,520,boy
regular,13,506,girl,,small.class,15,478,boy
regular,13,439,boy,,small.class,15,473,girl
regular,13,473,boy,,small.class,15,528,girl
regular,13,434,girl,,small.class,15,454,girl
regular,13,500,girl,,small.class,15,547,boy
regular,13,520,girl,,small.class,15,528,girl
regular,13,444,boy,,small.class,15,576,boy
regular,13,478,girl,,small.class,15,602,girl
regular,13,463,boy,,small.class,15,463,girl
regular,13,468,boy,,small.class,15,463,boy
regular,13,473,girl,,small.class,15,468,boy
regular,13,473,boy,,small.class,15,439,girl
regular,13,423,boy,,small.class,15,478,boy
regular,13,494,boy,,small.class,16,484,boy
regular,13,468,girl,,small.class,16,520,boy
regular,13,423,girl,,small.class,16,468,girl
regular,13,454,boy,,small.class,16,459,boy
regular,13,494,boy,,small.class,16,473,boy
regular,13,468,girl,,small.class,16,468,boy
regular,13,520,girl,,small.class,16,459,boy
regular,13,500,boy,,small.class,16,468,girl
regular,13,459,girl,,small.class,16,506,boy
regular,13,468,girl,,small.class,16,500,girl
regular,13,463,boy,,small.class,16,536,boy
regular,13,459,girl,,small.class,16,547,girl
regular,13,444,boy,,small.class,16,576,boy
regular,13,449,boy,,small.class,16,484,girl
regular,13,484,boy,,small.class,16,468,girl
regular,13,468,boy,,small.class,16,520,boy
regular,13,473,boy,,small.class,16,602,boy
regular,13,392,boy,,small.class,16,513,girl
regular,13,473,boy,,small.class,16,500,girl
regular,13,494,boy,,small.class,16,602,girl
regular,13,489,boy,,small.class,16,494,boy
regular,13,429,girl,,small.class,16,547,girl
regular,13,459,boy,,small.class,16,536,boy
regular,13,399,boy,,small.class,16,478,boy
regular,13,506,girl,,small.class,16,489,boy
regular,13,489,boy,,small.class,16,547,girl
regular,13,494,boy,,small.class,16,547,girl
regular,13,459,boy,,small.class,16,576,girl
regular,13,528,boy,,small.class,17,506,boy
regular,13,576,boy,,small.class,17,489,boy
regular,13,506,boy,,small.class,17,559,girl
regular,13,484,boy,,small.class,17,459,girl
regular,13,412,girl,,small.class,17,478,boy
regular,13,478,boy,,small.class,17,463,girl
regular,13,473,girl,,small.class,17,520,boy
regular,13,434,boy,,small.class,17,463,boy
regular,13,444,boy,,small.class,17,439,boy
regular,13,459,girl,,small.class,17,434,boy
regular,13,473,girl,,small.class,17,449,girl
regular,13,484,girl,,small.class,17,576,boy
regular,13,520,girl,,small.class,17,478,girl
regular,13,418,girl,,small.class,17,602,girl
regular,13,559,boy,,small.class,17,536,girl
regular,13,520,boy,,small.class,17,528,boy
regular,13,513,boy,,small.class,17,444,boy
regular,13,454,girl,,small.class,17,459,boy
regular,13,454,boy,,small.class,17,489,boy
regular,13,454,boy,,small.class,17,513,boy
regular,13,576,girl,,small.class,17,473,boy
regular,13,423,boy,,small.class,17,500,boy
regular,13,513,boy,,small.class,17,528,girl
regular,13,463,girl,,small.class,18,602,boy
regular,13,449,girl,,small.class,18,602,boy
regular,13,513,girl,,small.class,18,528,boy
regular,13,463,boy,,small.class,18,576,girl
regular,13,489,girl,,small.class,18,506,girl
regular,13,444,boy,,small.class,18,520,girl
regular,13,449,boy,,small.class,18,500,girl
regular,13,449,girl,,small.class,18,489,boy
regular,13,506,girl,,small.class,18,489,boy
regular,13,500,boy,,small.class,18,494,boy
regular,13,489,boy,,small.class,18,520,girl
regular,13,468,girl,,small.class,18,626,boy
regular,13,484,boy,,small.class,19,429,boy
regular,13,478,boy,,small.class,19,494,girl
regular,13,459,girl,,small.class,19,489,girl
regular,13,494,boy,,small.class,19,576,boy
regular,13,463,boy,,small.class,19,454,boy
regular,13,454,boy,,small.class,19,384,boy
regular,13,429,girl,,small.class,19,513,girl
regular,13,478,girl,,small.class,19,513,girl
regular,13,423,boy,,small.class,19,513,boy
regular,13,463,boy,,small.class,19,559,girl
regular,13,468,boy,,small.class,19,444,boy
regular,13,463,girl,,small.class,19,473,boy
regular,13,418,girl,,small.class,19,459,girl
regular,13,429,girl,,small.class,19,484,girl
regular,13,418,girl,,small.class,19,489,boy
regular,13,454,boy,,small.class,19,468,girl
regular,13,559,boy,,small.class,19,500,girl
regular,13,484,girl,,small.class,19,459,girl
regular,13,405,boy,,small.class,19,444,girl
regular,13,434,girl,,small.class,19,513,boy
regular,13,489,boy,,small.class,19,454,boy
regular,13,536,boy,,small.class,19,506,boy
regular,13,536,boy,,small.class,19,449,girl
regular,13,478,girl,,small.class,19,459,girl
regular,13,423,boy,,small.class,19,494,girl
regular,13,429,boy,,small.class,19,473,boy
regular,13,412,girl,,small.class,19,536,boy
regular,13,500,girl,,small.class,19,494,girl
regular,13,434,boy,,small.class,19,473,girl
regular,13,429,boy,,small.class,20,468,girl
regular,13,489,boy,,small.class,20,412,girl
regular,13,494,girl,,small.class,20,459,boy
regular,13,444,boy,,small.class,20,489,boy
regular,13,473,boy,,small.class,20,473,boy
regular,13,520,girl,,small.class,20,494,boy
regular,13,484,boy,,small.class,20,506,boy
regular,13,528,girl,,small.class,20,559,boy
regular,13,429,boy,,small.class,20,489,girl
regular,13,547,boy,,small.class,20,468,boy
regular,13,473,girl,,small.class,20,429,boy
regular,13,576,boy,,small.class,20,520,boy
regular,13,489,girl,,small.class,20,478,girl
regular,13,473,boy,,small.class,20,454,boy
regular,13,484,girl,,small.class,20,494,girl
regular,13,444,boy,,small.class,20,484,girl
regular,13,500,boy,,small.class,20,500,girl
regular,13,559,girl,,small.class,20,459,boy
regular,13,468,boy,,small.class,20,478,girl
regular,13,459,boy,,small.class,20,513,girl
regular,13,484,girl,,small.class,20,626,girl
regular,13,506,girl,,small.class,20,513,boy
regular,13,454,boy,,small.class,20,520,boy
regular,13,520,girl,,small.class,20,489,girl
regular,13,513,girl,,small.class,20,444,girl
regular,13,459,boy,,small.class,20,449,girl
regular,13,429,boy,,small.class,20,439,boy
regular,13,449,girl,,small.class,20,494,girl
regular,13,412,girl,,small.class,21,536,girl
regular,13,576,girl,,small.class,21,506,girl
regular,13,459,boy,,small.class,21,484,boy
regular,13,494,girl,,small.class,21,439,girl
regular,13,459,boy,,small.class,21,423,girl
regular,13,399,boy,,small.class,21,494,boy
regular,13,459,girl,,small.class,21,375,girl
regular,13,434,girl,,small.class,21,489,girl
regular,13,459,boy,,small.class,21,449,boy
regular,13,478,girl,,small.class,21,494,boy
regular,13,468,girl,,small.class,21,423,boy
regular,13,494,girl,,small.class,21,602,boy
regular,13,602,girl,,small.class,21,468,boy
regular,13,547,girl,,small.class,21,444,girl
regular,13,468,girl,,small.class,21,500,boy
regular,13,528,girl,,small.class,21,506,girl
regular,13,399,girl,,small.class,21,576,girl
regular,13,478,girl,,small.class,21,559,girl
regular,13,559,girl,,small.class,21,449,girl
regular,13,468,girl,,small.class,21,626,girl
regular,14,473,girl,,small.class,21,513,boy
regular,14,559,girl,,small.class,21,478,girl
regular,14,506,boy,,small.class,21,602,girl
regular,14,444,girl,,small.class,21,489,girl
regular,14,500,boy,,small.class,21,463,boy
regular,14,559,girl,,small.class,21,494,girl
regular,14,520,boy,,small.class,21,449,boy
regular,14,559,boy,,small.class,21,528,boy
regular,14,384,boy,,small.class,21,489,girl
regular,14,454,girl,,small.class,21,423,girl
regular,14,459,girl,,small.class,21,454,girl
regular,14,468,boy,,small.class,21,418,boy
regular,14,459,girl,,small.class,21,484,girl
regular,14,454,boy,,small.class,21,536,boy
regular,14,626,girl,,small.class,21,494,girl
regular,14,444,boy,,small.class,21,478,boy
regular,14,454,boy,,small.class,21,418,girl
regular,14,484,boy,,small.class,21,439,boy
regular,14,473,girl,,small.class,21,484,boy
regular,15,434,girl,,small.class,21,384,boy
regular,15,484,boy,,small.class,21,500,girl
regular,15,520,girl,,small.class,21,429,boy
regular,15,463,girl,,small.class,21,478,girl
regular,15,444,boy,,small.class,21,454,girl
regular,15,536,girl,,small.class,21,478,girl
regular,15,473,girl,,small.class,21,463,girl
regular,15,459,girl,,small.class,21,463,girl
regular,15,536,boy,,small.class,21,478,boy
regular,15,439,girl,,small.class,21,473,boy
regular,15,494,girl,,small.class,21,468,boy
regular,15,468,girl,,small.class,21,459,boy
regular,15,626,girl,,small.class,21,489,girl
regular,15,449,boy,,small.class,21,559,girl
regular,15,459,girl,,small.class,21,513,girl
regular,15,500,boy,,small.class,21,449,girl
regular,15,463,boy,,small.class,22,484,boy
regular,15,547,boy,,small.class,22,478,girl
regular,15,478,girl,,small.class,22,444,girl
regular,15,478,boy,,small.class,22,520,boy
regular,15,513,girl,,small.class,22,434,girl
regular,15,500,girl,,small.class,22,500,girl
regular,15,626,girl,,small.class,22,500,girl
regular,15,536,girl,,small.class,22,459,boy
regular,15,547,boy,,small.class,22,547,boy
regular,15,473,girl,,small.class,22,412,girl
regular,15,489,girl,,small.class,22,559,girl
regular,15,463,boy,,small.class,22,459,girl
regular,15,576,girl,,small.class,22,489,boy
regular,15,478,boy,,small.class,22,423,boy
regular,15,602,boy,,small.class,22,478,girl
regular,15,478,girl,,small.class,22,513,boy
regular,15,478,boy,,small.class,27,434,girl
regular,15,528,girl,,small.class,27,547,girl
regular,15,405,girl,,small.class,27,506,girl
regular,15,513,boy,,small.class,27,489,boy
regular,15,429,girl,,small.class,27,468,girl
regular,15,454,boy,,small.class,27,576,boy
regular,15,506,boy,,small.class,27,468,girl
regular,15,559,girl,,small.class,27,478,girl
regular,15,513,girl,,small.class,27,468,girl
regular,15,434,girl,,small.class,27,454,boy
regular,15,484,girl,,,,,
regular,15,418,boy,,,,,
regular,15,468,boy,,,,,
regular,15,399,girl,,,,,
regular,15,484,girl,,,,,
regular,15,494,boy,,,,,
regular,15,528,girl,,,,,
regular,15,559,girl,,,,,
regular,15,489,boy,,,,,
regular,15,478,girl,,,,,
regular,15,473,girl,,,,,
regular,15,506,boy,,,,,
regular,15,576,girl,,,,,
regular,15,576,boy,,,,,
regular,15,429,girl,,,,,
regular,15,449,girl,,,,,
regular,15,439,boy,,,,,
regular,15,513,boy,,,,,
regular,15,423,boy,,,,,
regular,15,478,boy,,,,,
regular,15,439,boy,,,,,
regular,15,506,boy,,,,,
regular,15,489,boy,,,,,
regular,15,602,girl,,,,,
regular,15,536,boy,,,,,
regular,15,494,girl,,,,,
regular,15,459,girl,,,,,
regular,15,576,boy,,,,,
regular,15,536,girl,,,,,
regular,15,528,girl,,,,,
regular,15,463,boy,,,,,
regular,15,473,girl,,,,,
regular,15,626,girl,,,,,
regular,15,528,boy,,,,,
regular,15,463,boy,,,,,
regular,15,468,girl,,,,,
regular,15,463,boy,,,,,
regular,16,559,boy,,,,,
regular,16,489,girl,,,,,
regular,16,500,girl,,,,,
regular,16,500,boy,,,,,
regular,16,429,girl,,,,,
regular,16,500,girl,,,,,
regular,16,576,boy,,,,,
regular,16,536,girl,,,,,
regular,16,454,girl,,,,,
regular,16,459,girl,,,,,
regular,16,478,boy,,,,,
regular,16,478,boy,,,,,
regular,16,473,boy,,,,,
regular,16,484,girl,,,,,
regular,16,489,girl,,,,,
regular,16,494,boy,,,,,
regular,16,520,girl,,,,,
regular,16,473,boy,,,,,
regular,16,547,girl,,,,,
regular,16,412,boy,,,,,
regular,16,500,girl,,,,,
regular,16,459,girl,,,,,
regular,16,494,boy,,,,,
regular,16,429,boy,,,,,
regular,16,536,boy,,,,,
regular,16,536,boy,,,,,
regular,16,559,girl,,,,,
regular,16,494,boy,,,,,
regular,16,506,girl,,,,,
regular,16,468,boy,,,,,
regular,16,520,girl,,,,,
regular,16,536,girl,,,,,
regular,16,528,boy,,,,,
regular,16,547,girl,,,,,
regular,16,454,girl,,,,,
regular,16,602,girl,,,,,
regular,16,528,boy,,,,,
regular,16,500,boy,,,,,
regular,16,439,girl,,,,,
regular,16,478,girl,,,,,
regular,16,463,boy,,,,,
regular,16,463,boy,,,,,
regular,16,520,girl,,,,,
regular,16,513,boy,,,,,
regular,16,444,girl,,,,,
regular,16,484,boy,,,,,
regular,16,602,girl,,,,,
regular,16,506,boy,,,,,
regular,16,494,girl,,,,,
regular,16,454,boy,,,,,
regular,16,494,girl,,,,,
regular,16,547,boy,,,,,
regular,16,528,boy,,,,,
regular,16,520,boy,,,,,
regular,16,454,boy,,,,,
regular,16,547,girl,,,,,
regular,16,520,girl,,,,,
regular,16,626,girl,,,,,
regular,16,473,girl,,,,,
regular,17,489,girl,,,,,
regular,17,478,girl,,,,,
regular,17,478,girl,,,,,
regular,17,444,boy,,,,,
regular,17,478,girl,,,,,
regular,17,439,girl,,,,,
regular,17,444,boy,,,,,
regular,17,454,boy,,,,,
regular,17,444,boy,,,,,
regular,17,468,boy,,,,,
regular,17,520,girl,,,,,
regular,17,468,girl,,,,,
regular,17,418,girl,,,,,
regular,17,478,girl,,,,,
regular,17,506,girl,,,,,
regular,17,494,boy,,,,,
regular,17,429,boy,,,,,
regular,17,500,girl,,,,,
regular,17,494,girl,,,,,
regular,18,468,boy,,,,,
regular,18,494,girl,,,,,
regular,18,463,girl,,,,,
regular,18,454,girl,,,,,
regular,18,405,boy,,,,,
regular,18,423,girl,,,,,
regular,18,528,boy,,,,,
regular,18,459,boy,,,,,
regular,18,463,boy,,,,,
regular,18,478,boy,,,,,
regular,18,536,girl,,,,,
regular,18,454,girl,,,,,
regular,18,439,boy,,,,,
regular,18,444,girl,,,,,
regular,18,489,girl,,,,,
regular,18,449,boy,,,,,
regular,18,500,girl,,,,,
regular,18,423,boy,,,,,
regular,19,559,boy,,,,,
regular,19,547,girl,,,,,
regular,19,559,girl,,,,,
regular,19,528,girl,,,,,
regular,19,528,boy,,,,,
regular,19,520,girl,,,,,
regular,19,484,boy,,,,,
regular,19,602,boy,,,,,
regular,19,559,boy,,,,,
regular,19,626,girl,,,,,
regular,19,500,girl,,,,,
regular,19,520,boy,,,,,
regular,19,576,girl,,,,,
regular,19,536,girl,,,,,
regular,19,473,girl,,,,,
regular,19,547,girl,,,,,
regular,19,500,boy,,,,,
regular,19,520,girl,,,,,
regular,19,494,girl,,,,,
regular,20,559,boy,,,,,
regular,20,384,boy,,,,,
regular,20,463,girl,,,,,
regular,20,528,girl,,,,,
regular,20,489,girl,,,,,
regular,20,459,boy,,,,,
regular,20,602,boy,,,,,
regular,20,489,girl,,,,,
regular,20,602,girl,,,,,
regular,20,463,girl,,,,,
regular,20,536,boy,,,,,
regular,20,489,girl,,,,,
regular,20,439,boy,,,,,
regular,20,547,girl,,,,,
regular,20,576,girl,,,,,
regular,20,506,girl,,,,,
regular,20,576,boy,,,,,
regular,20,489,boy,,,,,
regular,20,484,boy,,,,,
regular,20,602,girl,,,,,
regular,20,399,girl,,,,,
regular,20,626,girl,,,,,
regular,20,449,girl,,,,,
regular,20,520,girl,,,,,
regular,20,547,boy,,,,,
regular,20,626,girl,,,,,
regular,20,528,boy,,,,,
regular,20,520,girl,,,,,
regular,20,473,girl,,,,,
regular,20,602,boy,,,,,
regular,20,602,girl,,,,,
regular,20,500,boy,,,,,
regular,20,602,girl,,,,,
regular,20,459,girl,,,,,
regular,20,506,boy,,,,,
regular,20,626,boy,,,,,
regular,20,626,girl,,,,,
regular,20,506,girl,,,,,
regular,20,478,boy,,,,,
regular,20,528,girl,,,,,
regular,20,506,girl,,,,,
regular,20,439,girl,,,,,
regular,20,500,boy,,,,,
regular,20,449,boy,,,,,
regular,20,418,girl,,,,,
regular,20,547,girl,,,,,
regular,20,536,boy,,,,,
regular,20,459,boy,,,,,
regular,20,473,boy,,,,,
regular,20,454,boy,,,,,
regular,20,444,girl,,,,,
regular,20,547,boy,,,,,
regular,22,484,boy,,,,,
regular,22,500,girl,,,,,
regular,22,484,girl,,,,,
regular,22,494,boy,,,,,
regular,22,520,girl,,,,,
regular,22,513,girl,,,,,
regular,22,468,boy,,,,,
regular,22,520,girl,,,,,
regular,22,392,boy,,,,,
regular,22,528,boy,,,,,
regular,22,459,girl,,,,,
regular,22,528,girl,,,,,
regular,22,449,girl,,,,,
regular,22,473,boy,,,,,
regular,22,489,boy,,,,,
regular,22,418,girl,,,,,
regular,22,463,boy,,,,,
regular,22,520,boy,,,,,
regular,22,454,girl,,,,,
regular,22,478,girl,,,,,
regular,24,536,girl,,,,,
regular,24,473,girl,,,,,
regular,24,528,boy,,,,,
regular,24,478,girl,,,,,
regular,24,602,boy,,,,,
regular,24,494,boy,,,,,
regular,24,484,girl,,,,,
regular,24,520,boy,,,,,
regular,24,434,boy,,,,,
regular,24,536,boy,,,,,
regular,24,547,boy,,,,,
regular,24,536,girl,,,,,
regular,24,439,boy,,,,,
regular,24,547,girl,,,,,
regular,24,468,boy,,,,,
regular,24,494,girl,,,,,
regular,24,536,boy,,,,,
regular,24,559,girl,,,,,
regular,24,473,boy,,,,,
regular,24,520,girl,,,,,
regular,24,520,girl,,,,,
regular,24,602,girl,,,,,
regular,24,547,girl,,,,,
regular,24,520,boy,,,,,
regular,24,528,girl,,,,,
regular,24,506,boy,,,,,
regular,24,536,girl,,,,,
regular,24,520,boy,,,,,
regular,24,513,girl,,,,,
regular,24,478,girl,,,,,
regular,24,506,boy,,,,,
regular,24,513,boy,,,,,
regular,24,468,girl,,,,,
regular,24,513,girl,,,,,
regular,24,547,girl,,,,,
regular,24,463,girl,,,,,
regular,24,547,boy,,,,,
regular,24,528,girl,,,,,
regular,24,576,boy,,,,,
regular,24,626,boy,,,,,
regular,24,489,boy,,,,,
regular,24,528,boy,,,,,
regular,24,478,girl,,,,,