year,term,time,modalithy,days,course,pct_grade,d_grade
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,0,0
2021,Fall,8:30,"Hybrid, 1 hour",,146,0,0
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,0,0
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,0,0
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,0.56,0
2021,Fall,8:30,"Hybrid, 1 hour",,146,1.39,0
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,1.76,0
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,4.13,0
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,4.3,0
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,4.7,0
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,4.8,0
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,5.59,0
2021,Fall,10:30,"Hybrid, 1 hour",,146,11.27,0
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,13.52,0
2021,Fall,10:30,"Hybrid, 1 hour",,146,20.32,0
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,22.05,0
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,27.25,0
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,28.42,0
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,35.93,0
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,35.97,0
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,36.33,0
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,37.38,0
2021,Fall,8:30,"Hybrid, 1 hour",,146,37.8,0
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,38.43,0
2021,Fall,8:30,"Hybrid, 1 hour",,146,41.03,0
2021,Fall,10:30,"Hybrid, 1 hour",,146,46.94,0
2021,Fall,10:30,"Hybrid, 1 hour",,146,49.04,0
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,51.3,0
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,52.4,0
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,53.34,0
2021,Fall,8:30,"Hybrid, 1 hour",,146,53.47,0
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,58.6,0
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,87.12,0
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,93.63,0
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,66.52,1.1
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,68.02,1.2
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,63.83,1.4
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,64.85,1.5
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,90.8,1.5
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,68.07,1.6
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,70.24,1.7
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,94.25,1.8
2021,Fall,10:30,"Hybrid, 1 hour",,146,71.6,2
2021,Fall,10:30,"Hybrid, 1 hour",,146,72.71,2
2021,Fall,8:30,"Hybrid, 1 hour",,146,73.32,2
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,73.82,2
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,74.39,2
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,75.22,2
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,80.28,2
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,42.42,2.1
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,77.01,2.2
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,77.27,2.2
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,78.16,2.3
2022,Spring,12:30,"Hybrid, 1 hour",,146 H,78.65,2.3
2021,Fall,10:30,"Hybrid, 1 hour",,146,78.75,2.4
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,79.2,2.4
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,79.48,2.4
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,86.16,2.5
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,91.16,2.6
2021,Fall,8:30,"Hybrid, 1 hour",,146,80.06,2.8
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,80.79,2.8
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,2.9,2.9
2021,Fall,8:30,"Hybrid, 1 hour",,146,81.47,2.9
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,31.1,3.1
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,83.29,3.1
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,84.29,3.1
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,86.52,3.1
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,73.44,3.2
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,83.53,3.2
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,84.38,3.2
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,87.3,3.2
2021,Fall,8:30,"Hybrid, 1 hour",,146,84.54,3.3
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,85.6,3.3
2022,Spring,12:30,"Hybrid, 1 hour",,146 H,85.96,3.3
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,88.78,3.3
2021,Fall,10:30,"Hybrid, 1 hour",,146,85.43,3.4
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,86.11,3.4
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,72.69,3.5
2021,Fall,8:30,"Hybrid, 1 hour",,146,88.21,3.5
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,3.6,3.6
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,48.51,3.6
2021,Fall,10:30,"Hybrid, 1 hour",,146,86.67,3.6
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,88.9,3.6
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,89.43,3.6
2022,Spring,12:30,"Hybrid, 1 hour",,146 H,89.49,3.6
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,90.99,3.6
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,91.95,3.6
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,70.78,3.7
2021,Fall,10:30,"Hybrid, 1 hour",,146,89.25,3.7
2021,Fall,8:30,"Hybrid, 1 hour",,146,89.62,3.7
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,90.27,3.7
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,92.01,3.8
2021,Fall,10:30,"Hybrid, 1 hour",,146,92.06,3.8
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,92.1,3.8
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,34.62,3.9
2021,Fall,8:30,"Hybrid, 1 hour",,146,92.66,3.9
2021,Fall,10:30,"Hybrid, 1 hour",,146,92.8,3.9
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,93.77,3.9
2023,Winter,11:30,"Hybrid, 1 hour",TTh,151,81.48,4
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,93.46,4
2023,Winter,8:30,"Hybrid, 1 hour",TTh,151,93.51,4
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,94.21,4
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,94.79,4
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,95.56,4
2021,Fall,8:30,"Hybrid, 1 hour",,146,95.6,4
2021,Fall,10:30,"Hybrid, 1 hour",,146,96,4
2021,Fall,10:30,"Hybrid, 1 hour",,146,96.02,4
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,96.16,4
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,96.37,4
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,96.47,4
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,96.72,4
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,96.73,4
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,96.87,4
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,97.68,4
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,98.03,4
2021,Fall,8:30,"Hybrid, 1 hour",,146,98.39,4
2022,Winter,12:30,"Hybrid, 1 hour",,107 Coreq,98.71,4
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,98.85,4
2022,Spring,12:30,"Hybrid, 1 hour",,146 H,98.89,4
2022,Spring,12:30,"Hybrid, 1 hour",,146 H,99.1,4
2022,Spring,12:30,"Hybrid, 1 hour",,146 H,99.26,4
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,99.4,4
2022,Winter,10:30,"Hybrid, 1 hour",,146 Coreq,99.65,4
2021,Fall,12:30,"Hybrid, 1 hour",,146 Coreq,100.94,4
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,0,0
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,0.5,0
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,7.23,0
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,8.73,0
2024,Spring,10:30,"Hybrid, 2 hours",MW,107 Coreq,9.47,0
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,10.5,0
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,10.52,0
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,16.94,0
2024,Spring,10:30,"Hybrid, 2 hours",MW,107 Coreq,17.24,0
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,19.56,0
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,24.58,0
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,25.36,0
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,27.5,0
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,27.53,0
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,28.09,0
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,29.5,0
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,29.79,0
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,32.34,0
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,32.72,0
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,33.57,0
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,35.59,0
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,36.79,0
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,37.56,0
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,42.86,0
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,43.54,0
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,46.83,0
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,47.65,0
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,50.64,0
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,51.77,0
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,55.76,0
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,56.8,0
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,57.56,0
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,60.4,0.7
2024,Fall,10:30,"Hybrid, 2 hours",MW,107 Coreq,21.62,1
2024,Fall,10:30,"Hybrid, 2 hours",MW,107 Coreq,37.43,1
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,42.1,1
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,54.31,1
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,54.92,1
2024,Fall,10:30,"Hybrid, 2 hours",MW,107 Coreq,59.64,1
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,61.17,1
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,62.23,1.2
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,67.12,1.2
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,67.52,1.2
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,68,1.2
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,64.18,1.4
2024,Fall,10:30,"Hybrid, 2 hours",MW,107 Coreq,69.77,1.5
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,70.05,1.5
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,70.45,1.5
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,71.5,1.7
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,72.26,1.7
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,72.49,1.7
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,72.94,1.8
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,73.13,1.8
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,74.3,2
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,74.39,2
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,74.57,2
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,74.97,2
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,75.11,2
2024,Spring,10:30,"Hybrid, 2 hours",MW,107 Coreq,78.16,2.3
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,78.28,2.3
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,78.49,2.3
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,78.53,2.3
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,78.62,2.4
2024,Spring,10:30,"Hybrid, 2 hours",MW,107 Coreq,78.98,2.4
2024,Spring,10:30,"Hybrid, 2 hours",MW,107 Coreq,79.27,2.4
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,79.35,2.4
2024,Fall,10:30,"Hybrid, 2 hours",MW,107 Coreq,79.55,2.5
2024,Spring,10:30,"Hybrid, 2 hours",MW,107 Coreq,80.1,2.5
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,80.12,2.5
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,80.72,2.6
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,81.35,2.6
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,82.35,2.7
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,79.05,2.8
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,80.25,2.8
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,80.27,2.8
2024,Spring,10:30,"Hybrid, 2 hours",MW,107 Coreq,83.05,2.8
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,80.12,2.9
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,83.62,2.9
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,84.43,2.9
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,81.25,3
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,84.63,3
2024,Fall,10:30,"Hybrid, 2 hours",MW,107 Coreq,84.69,3
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,85.17,3
2024,Fall,10:30,"Hybrid, 2 hours",MW,107 Coreq,85.26,3
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,82.71,3.1
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,82.77,3.1
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,85.33,3.1
2024,Spring,10:30,"Hybrid, 2 hours",MW,107 Coreq,85.51,3.1
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,85.74,3.1
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,87.13,3.2
2024,Spring,10:30,"Hybrid, 2 hours",MW,107 Coreq,87.21,3.2
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,87.61,3.3
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,88.26,3.3
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,88.24,3.4
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,88.73,3.4
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,87.36,3.5
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,87.59,3.5
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,88.46,3.5
2024,Fall,10:30,"Hybrid, 2 hours",MW,107 Coreq,89.51,3.5
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,89.75,3.5
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,89.82,3.5
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,88.42,3.6
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,90.78,3.6
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,91.28,3.6
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,90.94,3.7
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,91.38,3.7
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,92.08,3.7
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,92.31,3.7
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,92.45,3.7
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,92.45,3.8
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,92.73,3.8
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,93.11,3.8
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,93.64,3.9
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,94.18,3.9
2024,Spring,10:30,"Hybrid, 2 hours",TTh,146 Coreq,93.6,4
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,94.47,4
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,94.55,4
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,94.76,4
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,94.8,4
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,94.91,4
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,94.96,4
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,95.3,4
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,95.36,4
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,95.56,4
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,96.08,4
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,96.5,4
2024,Fall,10:30,"Hybrid, 2 hours",MW,107 Coreq,96.72,4
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,96.98,4
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,97.26,4
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,97.33,4
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,97.62,4
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,97.62,4
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,97.63,4
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,97.73,4
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,97.83,4
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,98.1,4
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,98.13,4
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,98.33,4
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,98.49,4
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,98.62,4
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,98.85,4
2024,Winter,10:30,"Hybrid, 2 hours",TTh,146 Coreq,99.04,4
2022,Fall,12:30,"Hybrid, 2 hours",TTh,107 Coreq,99.05,4
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,99.09,4
2022,Fall,10:30,"Hybrid, 2 hours",TTh,146 Coreq,99.36,4
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,99.64,4
2024,Fall,10:30,"Hybrid, 2 hours",MW,099 Coreq,100,4
2022,Spring,10:30,"Hybrid, 2 hours",,146 Coreq,100.16,4
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,100.18,4
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,100.42,4
2023,Fall,9:30,"Hybrid, 2 hours",TTh,211,100.56,4
2023,Fall,10:30,"Hybrid, 2 hours",TTh,146,101.73,4
2019,Winter,8:30,In-person,MTWThF,152,0,0
2019,Winter,9:30,In-person,MTWThF,141,1.13,0
2020,Fall,9:30,In-person,MTWThF,146 Coreq,4.46,0
2019,Winter,11:30,In-person,MTWThF,98,7.53,0
2020,Fall,9:30,In-person,MTWThF,146 Coreq,17.19,0
2019,Spring,11:30,In-person,MTWThF,142,21.12,0
2019,Winter,8:30,In-person,MTWThF,152,22.18,0
2019,Winter,11:30,In-person,MTWThF,98,22.68,0
2019,Spring,8:30,In-person,MTWThF,146,25.07,0
2019,Winter,11:30,In-person,MTWThF,98,25.49,0
2019,Summer,12:00,In-person,MTWThF,152,26.49,0
2019,Winter,8:30,In-person,MTWThF,152,28.27,0
2020,Fall,9:30,In-person,MTWThF,146 Coreq,31.56,0
2020,Fall,9:30,In-person,MTWThF,146 Coreq,32.79,0
2019,Spring,10:30,In-person,MTWThF,146,36.46,0
2019,Fall,11:30,In-person,MTWThF,146 Coreq,39.92,0
2019,Summer,9:00,In-person,MTWThF,152,40.12,0
2019,Spring,11:30,In-person,MTWThF,142,40.2,0
2019,Spring,8:30,In-person,MTWThF,146,42.03,0
2019,Summer,9:00,In-person,MTWThF,152,42.76,0
2019,Spring,11:30,In-person,MTWThF,142,43.56,0
2019,Winter,8:30,In-person,MTWThF,152,46.77,0
2019,Winter,9:30,In-person,MTWThF,141,46.9,0
2019,Winter,9:30,In-person,MTWThF,141,47.86,0
2019,Spring,8:30,In-person,MTWThF,146,50.28,0
2019,Summer,12:00,In-person,MTWThF,152,50.8,0
2019,Summer,12:00,In-person,MTWThF,152,51.35,0
2019,Summer,12:00,In-person,MTWThF,152,51.43,0
2019,Summer,12:00,In-person,MTWThF,152,53.64,0
2019,Winter,8:30,In-person,MTWThF,152,54.67,0
2019,Fall,9:30,In-person,MTWThF,152,55.07,0
2019,Fall,9:30,In-person,MTWThF,152,57.22,0.7
2019,Fall,9:30,In-person,MTWThF,152,58.64,0.9
2019,Spring,8:30,In-person,MTWThF,146,52.04,1
2019,Spring,8:30,In-person,MTWThF,146,53.19,1
2019,Spring,10:30,In-person,MTWThF,146,54.89,1
2019,Summer,12:00,In-person,MTWThF,152,57.09,1
2019,Spring,10:30,In-person,MTWThF,146,58.47,1
2019,Spring,8:30,In-person,MTWThF,146,59,1
2019,Winter,9:30,In-person,MTWThF,141,59.5,1
