year,term,time,modalithy,days,course,pct_grade,d_grade
2022,Summer,,Online,,211,95.36,4
2024,Fall,,Online,,146,95.39,4
2022,Summer,,Online,,146 Coreq,95.56,4
2022,Summer,,Online,,211,95.63,4
2024,Winter,,Online,,146 Coreq,95.81,4
2023,Spring,,Online,,146 Coreq,95.93,4
2023,Spring,,Online,,146,96.01,4
2024,Winter,,Online,,146 Coreq,96.13,4
2025,Summer,,Online,,211,96.15,4
2024,Summer,,Online,,211,96.26,4
2023,Spring,,Online,,146 Coreq,96.42,4
2023,Spring,,Online,,146,96.43,4
2022,Summer,,Online,,211,96.44,4
2025,Summer,,Online,,211,96.44,4
2023,Spring,,Online,,146 Coreq,96.48,4
2025,Summer,,Online,,211,96.49,4
2022,Summer,,Online,,211,96.5,4
2024,Winter,,Online,,146 Coreq,96.52,4
2023,Spring,,Online,,146,96.58,4
2023,Winter,,Online,,146 Coreq,96.6,4
2024,Summer,,Online,,146 Coreq,96.64,4
2025,Summer,,Online,,146 Coreq,96.9,4
2024,Summer,,Online,,148,96.91,4
2024,Fall,,Online,,146,96.96,4
2024,Summer,,Online,,148,97.01,4
2022,Summer,,Online,,146 Coreq,97.05,4
2023,Winter,,Online,,146 Coreq,97.28,4
2024,Winter,,Online,,146 Coreq,97.4,4
2023,Spring,,Online,,146,97.54,4
2022,Summer,,Online,,146 Coreq,97.56,4
2022,Summer,,Online,,146 Coreq,97.58,4
2025,Summer,,Online,,211,97.58,4
2022,Summer,,Online,,211,97.62,4
2023,Winter,,Online,,146 Coreq,97.64,4
2024,Summer,,Online,,148,97.76,4
2024,Fall,,Online,,146,97.81,4
2022,Summer,,Online,,211,97.84,4
2022,Summer,,Online,,211,97.9,4
2025,Summer,,Online,,211,97.9,4
2022,Summer,,Online,,211,97.98,4
2022,Summer,,Online,,211,97.99,4
2024,Fall,,Online,,146,98,4
2025,Summer,,Online,,146 Coreq,98.06,4
2022,Summer,,Online,,146 Coreq,98.11,4
2024,Fall,,Online,,146,98.15,4
2022,Summer,,Online,,146 Coreq,98.26,4
2023,Spring,,Online,,146 Coreq,98.36,4
2022,Summer,,Online,,211,98.43,4
2024,Winter,,Online,,146 Coreq,98.45,4
2023,Spring,,Online,,146,98.55,4
2024,Winter,,Online,,146 Coreq,98.61,4
2023,Spring,,Online,,146,98.62,4
2022,Summer,,Online,,211,98.73,4
2025,Summer,,Online,,146 Coreq,98.77,4
2022,Summer,,Online,,211,98.85,4
2023,Spring,,Online,,146 Coreq,98.87,4
2025,Summer,,Online,,211,98.88,4
2023,Winter,,Online,,146 Coreq,99,4
2024,Fall,,Online,,146,99.1,4
2024,Winter,,Online,,146 Coreq,99.11,4
2023,Spring,,Online,,146 Coreq,99.12,4
2023,Winter,,Online,,146 Coreq,99.13,4
2022,Summer,,Online,,146 Coreq,99.23,4
2024,Fall,,Online,,146,99.28,4
2024,Summer,,Online,,146 Coreq,99.35,4
2023,Winter,,Online,,146 Coreq,99.96,4
2024,Fall,,Online,,146,100.39,4
2023,Spring,,Online,,146 Coreq,100.49,4
2024,Winter,,Online,,146 Coreq,100.74,4
2024,Winter,,Online,,146 Coreq,100.91,4
2023,Spring,,Online,,146 Coreq,101.7,4
2023,Winter,,Online,,146 Coreq,101.75,4
2023,Winter,,Online,,146 Coreq,102.89,4
2020,Fall,,Online (covid),,146 Coreq,0,0
2020,Fall,,Online (covid),,146 Coreq,0,0
2020,Fall,,Online (covid),,146 Coreq,0,0
2021,Summer,,Online (covid),,146 Coreq,1,0
2021,Winter,,Online (covid),,146,1.96,0
2020,Summmer,,Online (covid),,152,5.46,0
2021,Winter,,Online (covid),,146,7.09,0
2020,Summmer,,Online (covid),,152,7.63,0
2020,Spring,,Online (covid),,152,9.6,0
2020,Summmer,,Online (covid),,211,9.76,0
2020,Spring,,Online (covid),,152,11.3,0
2021,Winter,,Online (covid),,146,13.41,0
2021,Winter,,Online (covid),,146,13.66,0
2020,Fall,,Online (covid),,208,18.23,0
2021,Spring,,Online (covid),,146 Coreq,18.94,0
2021,Spring,,Online (covid),,146 Coreq,19.01,0
2020,Spring,,Online (covid),,152,21.06,0
2020,Fall,,Online (covid),,208,22.59,0
2021,Summer,,Online (covid),,146 Coreq,24.34,0
2020,Spring,,Online (covid),,211,27.7,0
2021,Winter,,Online (covid),,146,27.77,0
2020,Spring,,Online (covid),,211,28.95,0
2020,Fall,,Online (covid),,208,31.13,0
2021,Spring,,Online (covid),,146 Coreq,33.56,0
2021,Winter,,Online (covid),,146,34.87,0
2021,Winter,,Online (covid),,146 Coreq,35.99,0
2020,Spring,,Online (covid),,211,37.68,0
2021,Winter,,Online (covid),,146,39.1,0
2021,Winter,,Online (covid),,146 Coreq,40.28,0
2020,Spring,,Online (covid),,211,41.37,0
2021,Summer,,Online (covid),,146 Coreq,42.17,0
2020,Spring,,Online (covid),,211,43.52,0
2021,Summer,,Online (covid),,146 Coreq,44.66,0
2020,Summmer,,Online (covid),,152,44.68,0
2021,Summer,,Online (covid),,146 Coreq,46.61,0
2021,Spring,,Online (covid),,146 Coreq,48.41,0
2020,Summmer,,Online (covid),,211,51.19,0
2020,Summmer,,Online (covid),,211,52.22,0
2020,Spring,,Online (covid),,211,53.52,0
2020,Spring,,Online (covid),,152,54.16,0
2021,Spring,,Online (covid),,146 Coreq,54.71,0
2020,Spring,,Online (covid),,152,62.08,0
2020,Spring,,Online (covid),,152,63.82,0
2020,Summmer,,Online (covid),,211,56.53,0.7
2021,Spring,,Online (covid),,146 Coreq,58.45,0.8
2020,Fall,,Online (covid),,208,60.45,1
2021,Spring,,Online (covid),,146 Coreq,63.05,1.3
2020,Summmer,,Online (covid),,211,63.94,1.3
2021,Winter,,Online (covid),,146,65.58,1.4
2021,Winter,,Online (covid),,146 Coreq,66.16,1.5
2021,Winter,,Online (covid),,146,66.94,1.5
2021,Spring,,Online (covid),,146 Coreq,67.15,1.5
2021,Winter,,Online (covid),,146 Coreq,67.94,1.5
2020,Fall,,Online (covid),,146 Coreq,1.6,1.6
2020,Spring,,Online (covid),,211,63.53,1.6
2020,Spring,,Online (covid),,211,65.03,1.7
2021,Spring,,Online (covid),,146 Coreq,70.38,1.7
2020,Spring,,Online (covid),,211,66.39,1.8
2020,Summmer,,Online (covid),,152,67.12,1.8
2020,Spring,,Online (covid),,211,66.96,2
2020,Spring,,Online (covid),,211,67.02,2
2020,Spring,,Online (covid),,211,67.21,2
2020,Spring,,Online (covid),,211,67.48,2
2020,Spring,,Online (covid),,152,68.66,2
2020,Spring,,Online (covid),,211,69.56,2
2021,Summer,,Online (covid),,146 Coreq,70.53,2
2021,Summer,,Online (covid),,146 Coreq,70.57,2
2021,Summer,,Online (covid),,146 Coreq,72.04,2
2020,Fall,,Online (covid),,208,72.95,2
2021,Winter,,Online (covid),,146 Coreq,73.11,2
2021,Winter,,Online (covid),,146,73.79,2
2021,Spring,,Online (covid),,146 Coreq,74.02,2
2021,Summer,,Online (covid),,146 Coreq,74.35,2
2021,Summer,,Online (covid),,146 Coreq,74.44,2
2021,Summer,,Online (covid),,146 Coreq,74.54,2
2021,Winter,,Online (covid),,146,74.93,2
2020,Summmer,,Online (covid),,211,75.12,2
2021,Winter,,Online (covid),,146 Coreq,76.71,2
2020,Spring,,Online (covid),,211,70.76,2.1
2020,Spring,,Online (covid),,152,71.35,2.1
2021,Winter,,Online (covid),,146,76.73,2.1
2020,Spring,,Online (covid),,211,72.13,2.2
2020,Fall,,Online (covid),,208,76.65,2.2
2020,Fall,,Online (covid),,208,76.71,2.2
2021,Spring,,Online (covid),,146 Coreq,77.55,2.2
2020,Spring,,Online (covid),,211,72.55,2.3
2020,Summmer,,Online (covid),,211,77.23,2.3
2020,Summmer,,Online (covid),,211,77.43,2.3
2021,Winter,,Online (covid),,146,77.52,2.3
2020,Spring,,Online (covid),,211,73.87,2.4
2020,Spring,,Online (covid),,211,74,2.4
2020,Spring,,Online (covid),,211,74.23,2.4
2020,Spring,,Online (covid),,211,74.23,2.4
2020,Spring,,Online (covid),,211,74.34,2.4
2020,Summmer,,Online (covid),,152,74.74,2.4
2020,Spring,,Online (covid),,211,75.32,2.5
2021,Winter,,Online (covid),,146,78.25,2.5
2021,Summer,,Online (covid),,146 Coreq,78.58,2.6
2020,Spring,,Online (covid),,152,77.43,2.7
2021,Spring,,Online (covid),,146 Coreq,78.43,2.7
2020,Spring,,Online (covid),,211,77.55,2.8
2020,Spring,,Online (covid),,211,77.7,2.8
2021,Winter,,Online (covid),,146,79.1,2.8
2021,Spring,,Online (covid),,146 Coreq,79.91,2.8
2021,Winter,,Online (covid),,146,80.18,2.8
2021,Summer,,Online (covid),,146 Coreq,80.23,2.8
2020,Spring,,Online (covid),,211,78.28,2.9
2020,Spring,,Online (covid),,152,78.68,2.9
2020,Spring,,Online (covid),,152,79.24,2.9
2021,Spring,,Online (covid),,146 Coreq,80.71,2.9
2021,Winter,,Online (covid),,146,80.72,2.9
2020,Summmer,,Online (covid),,211,80.85,2.9
2021,Summer,,Online (covid),,146 Coreq,81.19,2.9
2020,Fall,,Online (covid),,146 Coreq,3,3
2020,Fall,,Online (covid),,146 Coreq,3,3
2020,Fall,,Online (covid),,146 Coreq,3,3
2020,Spring,,Online (covid),,211,80.12,3
2020,Spring,,Online (covid),,211,80.54,3
2021,Spring,,Online (covid),,146 Coreq,81.68,3
2021,Spring,,Online (covid),,146 Coreq,81.97,3
2020,Fall,,Online (covid),,208,82.09,3
2020,Summmer,,Online (covid),,152,81.22,3.1
2020,Summmer,,Online (covid),,152,81.9,3.1
2020,Summmer,,Online (covid),,152,81.92,3.1
2021,Summer,,Online (covid),,146 Coreq,83.57,3.1
2021,Summer,,Online (covid),,146 Coreq,83.73,3.2
2021,Summer,,Online (covid),,146 Coreq,83.99,3.2
2020,Spring,,Online (covid),,211,82.5,3.3
2020,Spring,,Online (covid),,211,83.38,3.3
2020,Summmer,,Online (covid),,152,84.24,3.3
2020,Summmer,,Online (covid),,152,84.35,3.3
2020,Summmer,,Online (covid),,152,84.66,3.3
2021,Spring,,Online (covid),,146 Coreq,85.23,3.3
2020,Summmer,,Online (covid),,152,85.43,3.3
2020,Fall,,Online (covid),,208,85.5,3.3
2020,Summmer,,Online (covid),,211,85.78,3.3
2021,Spring,,Online (covid),,146 Coreq,86.82,3.3
2020,Spring,,Online (covid),,152,83.66,3.4
2020,Spring,,Online (covid),,211,84,3.4
2020,Spring,,Online (covid),,211,84.23,3.4
2020,Spring,,Online (covid),,211,84.32,3.4
2021,Summer,,Online (covid),,146 Coreq,84.44,3.4
2021,Summer,,Online (covid),,146 Coreq,84.63,3.4
2021,Summer,,Online (covid),,146 Coreq,84.68,3.4
2020,Summmer,,Online (covid),,152,85.31,3.4
2021,Winter,,Online (covid),,146 Coreq,86.6,3.4
2021,Spring,,Online (covid),,146 Coreq,86.89,3.4
2020,Fall,,Online (covid),,146 Coreq,3.5,3.5
2020,Fall,,Online (covid),,146 Coreq,3.5,3.5
2020,Fall,,Online (covid),,146 Coreq,3.5,3.5
2020,Spring,,Online (covid),,152,84.36,3.5
2020,Spring,,Online (covid),,152,84.9,3.5
2021,Summer,,Online (covid),,146 Coreq,86.57,3.5
2021,Summer,,Online (covid),,146 Coreq,86.79,3.5
2020,Summmer,,Online (covid),,152,86.88,3.5
2021,Winter,,Online (covid),,146 Coreq,87.21,3.5
2021,Winter,,Online (covid),,146,87.24,3.5
2020,Summmer,,Online (covid),,152,87.48,3.5
2021,Spring,,Online (covid),,146 Coreq,87.59,3.5
2021,Winter,,Online (covid),,146,88.01,3.5
2021,Winter,,Online (covid),,146,88.54,3.5
2020,Summmer,,Online (covid),,211,89.37,3.5
2020,Summmer,,Online (covid),,211,89.85,3.5
2020,Spring,,Online (covid),,211,85.6,3.6
2020,Spring,,Online (covid),,211,85.91,3.6
2020,Summmer,,Online (covid),,152,88.1,3.6
2021,Winter,,Online (covid),,146 Coreq,88.89,3.6
2021,Spring,,Online (covid),,146 Coreq,89.25,3.6
2021,Winter,,Online (covid),,146 Coreq,89.31,3.6
2021,Winter,,Online (covid),,146,89.52,3.6
2021,Spring,,Online (covid),,146 Coreq,89.59,3.6
2020,Fall,,Online (covid),,146 Coreq,3.7,3.7
2020,Fall,,Online (covid),,146 Coreq,3.7,3.7
2020,Spring,,Online (covid),,211,87.13,3.7
2020,Spring,,Online (covid),,211,87.21,3.7
2020,Spring,,Online (covid),,211,87.32,3.7
2020,Summmer,,Online (covid),,152,89.05,3.7
2020,Fall,,Online (covid),,208,89.94,3.7
2021,Summer,,Online (covid),,146 Coreq,89.97,3.7
2020,Summmer,,Online (covid),,152,90.03,3.7
2020,Fall,,Online (covid),,208,90.45,3.7
2021,Summer,,Online (covid),,146 Coreq,90.73,3.7
2021,Spring,,Online (covid),,146 Coreq,90.82,3.7
2021,Spring,,Online (covid),,146 Coreq,90.92,3.7
2021,Winter,,Online (covid),,146 Coreq,90.97,3.7
2020,Fall,,Online (covid),,208,90.99,3.7
2021,Summer,,Online (covid),,146 Coreq,91.08,3.7
2020,Fall,,Online (covid),,208,91.17,3.7
2020,Fall,,Online (covid),,208,91.32,3.7
2021,Spring,,Online (covid),,146 Coreq,91.51,3.7
2021,Winter,,Online (covid),,146,91.61,3.7
2020,Summmer,,Online (covid),,211,91.81,3.7
2021,Winter,,Online (covid),,146,92.38,3.7
2020,Fall,,Online (covid),,146 Coreq,3.8,3.8
2020,Fall,,Online (covid),,146 Coreq,3.8,3.8
2020,Fall,,Online (covid),,146 Coreq,3.8,3.8
2020,Spring,,Online (covid),,152,86.55,3.8
2020,Spring,,Online (covid),,211,88.07,3.8
2020,Summmer,,Online (covid),,152,91.42,3.8
2021,Summer,,Online (covid),,146 Coreq,92.37,3.8
2020,Summmer,,Online (covid),,211,92.61,3.8
2021,Summer,,Online (covid),,146 Coreq,92.68,3.8
2021,Winter,,Online (covid),,146 Coreq,92.79,3.8
2021,Winter,,Online (covid),,146,92.9,3.8
2020,Summmer,,Online (covid),,152,93.01,3.8
2021,Summer,,Online (covid),,146 Coreq,93.09,3.8
2021,Summer,,Online (covid),,146 Coreq,93.1,3.8
2020,Fall,,Online (covid),,146 Coreq,3.9,3.9
2020,Spring,,Online (covid),,152,88.69,3.9
2020,Spring,,Online (covid),,152,88.82,3.9
2020,Spring,,Online (covid),,211,89,3.9
2020,Spring,,Online (covid),,211,90.37,3.9
2020,Spring,,Online (covid),,211,90.77,3.9
2020,Spring,,Online (covid),,211,92.1,3.9
2020,Spring,,Online (covid),,211,92.18,3.9
2021,Spring,,Online (covid),,146 Coreq,93.44,3.9
2021,Winter,,Online (covid),,146 Coreq,93.55,3.9
2020,Fall,,Online (covid),,208,93.71,3.9
2020,Summmer,,Online (covid),,152,93.82,3.9
2020,Summmer,,Online (covid),,152,93.87,3.9
2020,Summmer,,Online (covid),,211,93.88,3.9
2021,Winter,,Online (covid),,146,93.92,3.9
2021,Winter,,Online (covid),,146,94.33,3.9
2020,Fall,,Online (covid),,146 Coreq,4,4
2020,Fall,,Online (covid),,146 Coreq,4,4
2020,Fall,,Online (covid),,146 Coreq,4,4
2020,Fall,,Online (covid),,146 Coreq,4,4
2020,Fall,,Online (covid),,146 Coreq,4,4
2020,Spring,,Online (covid),,152,90.45,4
2020,Spring,,Online (covid),,152,91.98,4
2021,Spring,,Online (covid),,146 Coreq,93.49,4
2020,Spring,,Online (covid),,152,93.64,4
2020,Spring,,Online (covid),,152,93.84,4
2020,Summmer,,Online (covid),,211,93.89,4
2020,Spring,,Online (covid),,211,94.12,4
2020,Fall,,Online (covid),,208,94.14,4
2020,Spring,,Online (covid),,211,94.23,4
2021,Winter,,Online (covid),,146,94.5,4
2021,Winter,,Online (covid),,146,94.56,4
2020,Fall,,Online (covid),,208,94.68,4
2021,Winter,,Online (covid),,146,94.69,4
2021,Spring,,Online (covid),,146 Coreq,94.75,4
2020,Spring,,Online (covid),,211,94.76,4
2021,Winter,,Online (covid),,146,94.78,4
2020,Fall,,Online (covid),,208,94.85,4
2020,Spring,,Online (covid),,211,95.05,4
2020,Summmer,,Online (covid),,211,95.07,4
2020,Summmer,,Online (covid),,211,95.29,4
2021,Winter,,Online (covid),,146 Coreq,95.4,4
2020,Spring,,Online (covid),,211,95.44,4
2020,Spring,,Online (covid),,152,95.46,4
2021,Winter,,Online (covid),,146,95.51,4
2020,Spring,,Online (covid),,211,95.53,4
2021,Winter,,Online (covid),,146,95.66,4
2021,Summer,,Online (covid),,146 Coreq,95.7,4
2021,Summer,,Online (covid),,146 Coreq,95.83,4
2021,Spring,,Online (covid),,146 Coreq,95.87,4
2021,Summer,,Online (covid),,146 Coreq,95.93,4
2020,Summmer,,Online (covid),,211,96.05,4
2021,Spring,,Online (covid),,146 Coreq,96.05,4
2021,Winter,,Online (covid),,146,96.06,4
2020,Fall,,Online (covid),,208,96.09,4
2021,Winter,,Online (covid),,146,96.14,4
2020,Summmer,,Online (covid),,211,96.15,4
2021,Spring,,Online (covid),,146 Coreq,96.2,4
2020,Spring,,Online (covid),,211,96.26,4
2021,Summer,,Online (covid),,146 Coreq,96.33,4
2021,Summer,,Online (covid),,146 Coreq,96.35,4
2020,Summmer,,Online (covid),,211,96.43,4
2020,Spring,,Online (covid),,211,96.45,4
2021,Spring,,Online (covid),,146 Coreq,96.47,4
2021,Winter,,Online (covid),,146,96.6,4
2020,Summmer,,Online (covid),,211,96.68,4
2020,Spring,,Online (covid),,152,96.71,4
2020,Fall,,Online (covid),,208,96.83,4
2021,Spring,,Online (covid),,146 Coreq,96.85,4
2020,Summmer,,Online (covid),,211,97,4
2021,Winter,,Online (covid),,146,97.04,4
2021,Winter,,Online (covid),,146,97.07,4
2021,Spring,,Online (covid),,146 Coreq,97.08,4
2020,Spring,,Online (covid),,211,97.16,4
2020,Summmer,,Online (covid),,211,97.19,4
2021,Summer,,Online (covid),,146 Coreq,97.24,4
2021,Winter,,Online (covid),,146,97.28,4
2021,Winter,,Online (covid),,146,97.28,4
2021,Winter,,Online (covid),,146,97.61,4
2021,Winter,,Online (covid),,146,97.73,4
2020,Spring,,Online (covid),,211,97.74,4
2020,Summmer,,Online (covid),,152,97.76,4
2020,Fall,,Online (covid),,208,97.77,4
2021,Summer,,Online (covid),,146 Coreq,97.82,4
2020,Summmer,,Online (covid),,211,97.83,4
2021,Spring,,Online (covid),,146 Coreq,97.87,4
2021,Winter,,Online (covid),,146 Coreq,97.97,4
2020,Summmer,,Online (covid),,211,97.99,4
2021,Spring,,Online (covid),,146 Coreq,98.19,4
2021,Spring,,Online (covid),,146 Coreq,98.32,4
2020,Spring,,Online (covid),,211,98.36,4
2021,Winter,,Online (covid),,146,98.38,4
2021,Winter,,Online (covid),,146,98.4,4
2021,Summer,,Online (covid),,146 Coreq,98.8,4
2021,Spring,,Online (covid),,146 Coreq,98.9,4
2020,Summmer,,Online (covid),,211,99.09,4
2020,Summmer,,Online (covid),,211,99.25,4
2021,Spring,,Online (covid),,146 Coreq,99.26,4
2021,Winter,,Online (covid),,146,99.27,4
2021,Spring,,Online (covid),,146 Coreq,99.3,4
2020,Fall,,Online (covid),,208,99.58,4
2021,Winter,,Online (covid),,146,99.74,4
2020,Summmer,,Online (covid),,211,99.79,4
2021,Winter,,Online (covid),,146,99.84,4
2021,Winter,,Online (covid),,146 Coreq,100.16,4
2021,Spring,,Online (covid),,146 Coreq,100.75,4
2020,Summmer,,Online (covid),,152,101.03,4
2021,Winter,,Online (covid),,146 Coreq,101.07,4
2021,Winter,,Online (covid),,146 Coreq,101.19,4
2021,Winter,,Online (covid),,146,101.22,4
2021,Spring,,Online (covid),,146 Coreq,101.68,4
2021,Winter,,Online (covid),,146 Coreq,102.29,4
2021,Winter,,Online (covid),,146,102.43,4
2021,Winter,,Online (covid),,146,102.98,4
